,Factory,Ulke,Sehir,Tarih,Kurulus_tarihi,Veri_analistci_tecrubesi,Isci_sayisi,Isci__memnuniyeti,Aylik_uretim_miktari,Uretim_hizi,Gunluk_uretilen_miktar,Gunluk_calisma_suresi,Max_uretilen_urun,Fabrika_sayisi,Yonetici_sayisi,Kapasite_durumu,Lojistik,Lojistik_tur_sayisi,Kullanilan_makina,Uretim_cesidi,Fabrika_depo_sayisi,Ham_madde_cesidi,Kesikli_uretim,Surekli_uretim,Esnek_uretim,Ceo_degisimi,Toplam_uretilmis_urun,Populerite,Malzeme_kalitesi,Urunbasi_ortalama_maliyet,Urunbasi_ortalama_kar,Max_fiyat,Min_fiyat,Max_kar,Max_zarar,Aylik_toplanti,Vardiya,Calisanlara_mesai,Mola_suresi,Urun_hata_orani,Satislarin_dusme_orani,Ortaklarla_uyum,Tedarikci_zorluk_yasanmasi,Calisan_tecrubesi,Ustabasilarinin_ise_önemvermesi,Patronlarin_donanimi,Kasada_acik_cikmasi,Malzeme_kaybi,Dogal_afetler,Tehcizat_pahaliligi,Makine_pahaliligi,Reklam_yetersizligi,Musteriye_hitap,Ithalat_ihracat_sorunlari,Globallesme_orani,Maaslarda_kesinti_orani,Sosyal_medyayi_kullanma,Yanlis_marka_ismi,Pazar_payi,Is_sagligi_orani,Musteri_hizmetlerinin_ilgisi,Yanlis_strateji,Sermayenin_tukenmesi,Vergi_usulsuzlugu,Is_yerindetorpil,Ortaklik_sorunlari,Dunya_ekonomisi_cokusleri,Yazilim_gelistirmeleri,Calisma_veduzenli_uretim,Muhasebeci_tecrubesi,Devam_durumu
793,Factory794,Turkiye,Samsun,12.05.2020,1987,3,3548,2,376000,5,12320,8,398000,15,6,340000,YES,3,15,9,7,5,YES,YES,NO,5,20000000,4,2,568,668,410,320,120,15,4,3,6,1SAAT,2,2,4,3,3,1,2,YES,NO,NO,5,1,YES,5,YES,5,2,YES,NO,4,5,3,NO,NO,NO,NO,NO,YES,4,NO,2,Isliyor
794,Factory795,Turkiye,Zonguldak,12.05.2020,2006,4,2002,1,346000,5,13450,8,488000,16,11,420000,YES,3,14,11,9,4,YES,YES,NO,4,30000000,2,3,376,476,415,325,125,22,3,3,3,1SAAT,2,1,3,2,4,2,3,NO,NO,NO,4,1,YES,4,YES,3,1,YES,YES,5,5,4,NO,NO,NO,NO,YES,YES,4,NO,3,Isliyor
795,Factory796,Turkiye,Adana,12.05.2020,2009,2,3312,1,288000,4,12000,8,237000,12,10,520000,YES,3,13,21,8,3,YES,YES,YES,0,10000000,5,2,365,465,420,330,130,42,5,3,2,1SAAT,2,2,2,1,3,2,5,YES,NO,YES,3,1,YES,5,NO,2,2,YES,YES,4,5,5,NO,NO,NO,NO,YES,NO,4,YES,4,Isliyor
796,Factory797,Turkiye,Istanbul,12.05.2020,1987,3,1089,4,356000,3,14000,8,360000,18,12,345000,YES,3,12,23,5,6,YES,YES,YES,2,15000000,4,4,431,531,408,302,102,50,6,3,3,1SAAT,1,3,1,2,5,2,4,YES,NO,NO,4,2,NO,3,NO,5,3,YES,NO,5,3,4,NO,NO,NO,NO,NO,YES,4,YES,5,Isliyor
797,Factory798,Turkiye,Giresun,12.05.2020,1986,4,3001,5,476000,3,11000,8,420000,10,14,430000,YES,3,10,26,68,7,YES,YES,YES,8,18000000,3,5,412,512,356,264,64,38,3,3,4,1SAAT,2,1,5,2,3,2,2,NO,NO,YES,5,3,NO,4,NO,1,1,YES,NO,4,2,5,NO,NO,NO,NO,NO,YES,5,YES,4,Isliyor
798,Factory799,Turkiye,Sakarya,12.05.2020,1999,2,2678,3,610000,3,17000,8,310000,11,15,700000,YES,3,13,28,6,9,YES,YES,YES,6,12000000,5,1,422,522,498,330,130,21,2,2,3,1SAAT,3,1,3,2,1,1,3,NO,NO,NO,3,4,NO,5,YES,3,2,YES,NO,5,3,0,NO,NO,NO,NO,NO,YES,5,YES,3,Isliyor
799,Factory800,Turkiye,Ankara,12.05.2020,2015,4,2780,2,240000,2,12000,8,189000,12,9,670000,YES,3,16,32,15,5,YES,YES,YES,3,11000000,4,3,455,555,390,290,90,50,4,2,2,1SAAT,3,4,4,2,3,2,5,NO,NO,NO,2,0,YES,4,YES,4,1,YES,NO,3,4,0,NO,NO,NO,NO,YES,NO,5,YES,4,Isliyor
800,Factory801,Turkiye,Trabzon,12.05.2020,2012,5,2657,1,298000,3,9000,8,348700,13,7,300000,YES,3,17,12,14,4,YES,YES,YES,5,24000000,2,2,476,576,312,200,0,70,5,2,2,1SAAT,2,3,2,1,4,1,4,NO,NO,YES,3,4,YES,5,YES,5,0,NO,NO,3,5,0,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
801,Factory802,Turkiye,Rize,12.05.2020,2009,4,2569,5,398000,3,6000,8,465000,14,10,200000,YES,3,22,23,11,6,YES,YES,YES,4,12300000,3,1,487,587,320,210,10,30,7,2,4,1SAAT,1,2,4,2,5,2,2,YES,NO,NO,4,0,YES,5,YES,2,0,YES,NO,4,4,4,NO,NO,NO,NO,YES,NO,5,YES,2,Isliyor
802,Factory803,Turkiye,Gumushane,12.05.2020,1987,3,2412,4,488000,3,15000,8,276000,15,12,150000,YES,2,26,25,10,7,YES,YES,YES,2,12400000,4,4,499,599,400,300,100,0,8,2,5,1SAAT,2,1,3,1,3,3,2,YES,NO,NO,3,2,YES,5,YES,1,0,YES,YES,5,3,5,NO,NO,NO,NO,NO,NO,3,YES,3,Isliyor
803,Factory804,Turkiye,Malatya,12.05.2020,2006,2,3245,3,237000,5,19800,9,165000,15,14,150000,YES,2,23,27,12,5,YES,YES,YES,4,20000000,5,5,487,587,350,250,50,20,9,2,3,1SAAT,3,2,2,2,1,2,3,NO,NO,NO,2,3,YES,5,YES,5,0,YES,NO,4,4,4,NO,NO,NO,NO,YES,NO,2,YES,4,Isliyor
804,Factory805,Turkiye,Hatay,12.05.2020,2009,5,2156,2,360000,4,12600,10,340000,15,9,450000,YES,3,24,32,1,4,YES,YES,YES,2,20000000,2,3,455,555,368,240,40,10,3,1,2,45DK,1,2,5,3,3,1,4,NO,NO,NO,3,0,NO,3,YES,4,0,NO,YES,5,5,5,NO,NO,NO,NO,NO,NO,3,YES,4,Isliyor
805,Factory806,Turkiye,Kocaeli,12.05.2020,1987,2,2089,4,420000,1,13400,10,330000,14,15,420000,YES,3,25,23,8,6,YES,YES,NO,5,30000000,3,1,467,567,370,270,70,42,4,1,4,45DK,1,3,4,2,4,2,3,NO,NO,YES,4,4,YES,2,YES,3,2,NO,YES,4,2,5,NO,YES,NO,NO,NO,NO,4,YES,3,Isliyor
806,Factory807,Turkiye,K.maras,12.05.2020,1986,2,2004,3,310000,5,17545,8,230000,12,11,400000,YES,3,29,34,9,7,NO,YES,NO,3,10000000,5,4,487,587,359,250,50,38,5,1,5,1SAAT,4,2,3,1,5,4,2,NO,NO,NO,3,0,YES,1,YES,2,3,NO,NO,5,3,5,NO,NO,NO,NO,NO,NO,5,NO,4,Isliyor
807,Factory808,Turkiye,Tokat,12.05.2020,1999,4,2009,2,189000,3,12300,8,540000,12,9,340000,YES,3,21,11,6,3,NO,YES,YES,7,15000000,4,0,478,578,355,252,52,12,6,2,2,1SAAT,3,1,5,2,3,1,3,NO,NO,YES,2,3,YES,4,YES,1,1,YES,NO,4,4,5,NO,NO,NO,NO,NO,NO,4,YES,5,Isliyor
808,Factory809,Turkiye,Samsun,12.05.2020,2015,2,3125,3,348700,4,12100,9,570000,13,21,390000,YES,3,14,21,20,4,YES,YES,NO,3,18000000,2,3,467,567,342,263,63,33,7,3,3,1SAAT,2,2,4,4,2,3,4,YES,NO,NO,3,0,YES,5,YES,5,0,YES,NO,5,4,5,NO,NO,NO,NO,NO,YES,3,YES,4,Isliyor
809,Factory810,Turkiye,Zonguldak,12.05.2020,2012,3,3689,4,465000,3,3500,8,240000,10,16,510000,YES,3,46,12,25,6,YES,YES,NO,3,12000000,3,2,478,578,388,233,33,28,3,2,4,1SAAT,1,2,3,1,5,2,4,YES,NO,NO,4,1,YES,1,NO,3,0,YES,NO,4,3,4,NO,NO,NO,NO,YES,YES,4,YES,3,Isliyor
810,Factory811,Turkiye,Adana,12.05.2020,2009,2,3994,5,276000,5,5000,8,160000,10,4,800000,YES,3,15,23,13,8,YES,YES,YES,3,11000000,5,5,498,598,410,320,120,15,2,1,2,45DK,2,2,4,3,1,1,5,NO,NO,YES,4,0,YES,5,YES,4,0,NO,YES,4,4,3,NO,NO,NO,NO,YES,NO,5,NO,3,Isliyor
811,Factory812,Turkiye,Istanbul,12.05.2020,1980,3,4015,1,165000,4,5500,8,115000,11,3,300000,YES,3,38,26,14,9,YES,YES,YES,2,24000000,4,0,487,587,415,325,125,22,1,2,1,45DK,2,2,5,2,3,2,3,YES,NO,NO,5,3,YES,2,YES,2,0,NO,YES,4,5,4,NO,NO,NO,NO,NO,YES,2,NO,4,Isliyor
812,Factory813,Turkiye,Giresun,12.05.2020,1978,5,1082,3,340000,2,4500,8,125000,11,5,340000,YES,1,21,4,24,5,YES,YES,YES,1,12300000,2,5,455,555,420,330,130,42,5,3,1,45DK,2,1,3,1,4,3,2,NO,NO,YES,3,0,YES,1,YES,4,0,NO,NO,4,4,5,NO,NO,NO,NO,NO,YES,3,NO,5,Isliyor
813,Factory814,Turkiye,Sakarya,12.05.2020,1989,4,3659,5,330000,3,12320,8,390000,11,11,420000,YES,3,24,7,26,6,YES,YES,YES,4,12400000,3,3,432,532,408,302,102,50,6,2,2,1SAAT,2,2,2,2,5,1,3,NO,NO,YES,2,0,YES,5,NO,3,2,YES,NO,4,3,4,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
814,Factory815,Turkiye,Ankara,12.05.2020,1969,2,4203,2,230000,4,13450,8,376000,11,12,520000,YES,3,16,6,5,3,YES,YES,YES,5,20000000,1,0,465,565,356,264,64,38,8,1,3,1SAAT,1,1,3,3,2,2,5,NO,YES,NO,3,0,YES,3,NO,2,3,YES,NO,5,3,2,NO,NO,NO,NO,YES,NO,4,YES,3,Isliyor
815,Factory816,Turkiye,Trabzon,12.05.2020,2000,4,2658,4,540000,1,2300,8,346000,15,7,345000,YES,3,11,9,3,4,YES,YES,YES,2,20000000,4,2,487,587,498,330,130,21,4,2,4,1SAAT,2,2,4,1,1,2,4,NO,NO,NO,5,0,YES,2,NO,5,4,YES,NO,5,4,3,NO,NO,NO,NO,YES,NO,3,YES,4,Isliyor
816,Factory817,Turkiye,Rize,12.05.2020,1988,5,2698,5,570000,5,19000,8,288000,14,14,430000,YES,3,12,8,6,6,YES,YES,YES,3,30000000,5,0,467,567,390,290,90,50,5,3,2,45DK,1,3,3,2,5,1,2,YES,YES,NO,4,4,NO,4,YES,4,5,YES,NO,5,5,4,NO,NO,NO,NO,YES,NO,4,NO,5,Isliyor
817,Factory818,Turkiye,Gumushane,12.05.2020,1999,4,2689,3,240000,4,23000,8,356000,15,16,700000,YES,3,14,12,8,9,YES,YES,YES,6,10000000,2,3,487,587,312,200,0,70,3,2,3,45DK,2,2,2,2,4,0,3,NO,NO,NO,2,3,YES,5,YES,3,0,YES,YES,5,4,3,NO,NO,NO,NO,YES,NO,5,NO,4,Isliyor
818,Factory819,Turkiye,Malatya,12.05.2020,1996,3,3001,2,160000,3,25000,8,476000,19,17,670000,YES,3,13,11,9,3,YES,YES,YES,4,15000000,3,1,498,598,320,210,10,30,7,1,4,1SAAT,3,1,3,1,3,1,5,YES,NO,NO,3,2,YES,1,YES,5,0,YES,YES,5,3,4,NO,NO,NO,NO,NO,NO,4,NO,5,Isliyor
819,Factory820,Turkiye,Hatay,12.05.2020,1995,2,3016,1,115000,5,12540,9,610000,20,9,300000,YES,2,15,5,17,5,YES,YES,YES,5,18000000,4,0,512,612,400,300,100,0,6,2,2,1SAAT,2,2,4,0,2,2,4,NO,NO,NO,5,3,YES,0,NO,4,0,YES,NO,3,4,5,NO,NO,NO,NO,NO,NO,3,YES,4,Isliyor
820,Factory821,Turkiye,Kocaeli,12.05.2020,1993,5,3259,5,125000,5,12000,8,240000,14,10,200000,YES,2,18,9,15,6,YES,YES,YES,1,12000000,3,4,523,623,350,250,50,20,5,3,2,1SAAT,1,4,3,1,1,1,2,NO,NO,YES,4,1,NO,5,NO,3,0,YES,YES,2,5,4,NO,NO,NO,NO,NO,NO,3,YES,5,Isliyor
821,Factory822,Turkiye,K.maras,12.05.2020,1987,2,1658,3,390000,5,14000,8,298000,10,10,150000,YES,1,17,20,16,4,YES,YES,YES,2,11000000,2,0,567,667,368,240,40,10,3,2,2,1SAAT,2,1,2,2,5,2,3,YES,NO,NO,2,0,NO,4,NO,4,1,YES,NO,3,4,5,NO,NO,NO,NO,NO,NO,4,YES,3,Isliyor
822,Factory823,Turkiye,Tokat,12.05.2020,1995,2,2258,1,376000,5,11000,10,398000,11,9,150000,YES,3,14,21,14,3,YES,YES,YES,3,24000000,5,5,598,698,370,270,70,42,8,3,2,45DK,4,3,3,1,3,1,4,NO,NO,YES,2,4,NO,5,YES,5,3,YES,NO,4,5,5,NO,NO,NO,NO,YES,NO,5,YES,3,Isliyor
823,Factory824,Turkiye,Samsun,12.05.2020,1987,4,3456,5,346000,5,17000,9,488000,13,12,450000,YES,3,13,12,2,7,YES,YES,YES,6,12300000,4,2,511,611,359,250,50,38,7,2,2,45DK,1,2,4,2,4,2,3,YES,NO,YES,3,2,YES,5,YES,3,4,YES,NO,5,4,5,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
824,Factory825,Turkiye,Zonguldak,12.05.2020,1977,2,2700,3,288000,5,12000,7,237000,14,13,420000,YES,3,15,23,3,9,YES,YES,YES,5,12400000,5,1,523,623,355,252,52,12,5,3,2,45DK,3,1,4,1,2,1,5,YES,NO,NO,4,1,YES,5,YES,2,2,NO,NO,4,5,3,YES,NO,NO,NO,YES,YES,3,YES,5,Isliyor
825,Factory826,Turkiye,Adana,12.05.2020,1983,3,2010,4,356000,4,9000,7,360000,8,14,400000,YES,3,14,26,5,5,NO,YES,YES,8,20000000,1,0,543,643,342,263,63,33,4,2,3,1SAAT,2,2,5,2,4,2,3,NO,NO,NO,3,0,YES,5,YES,3,0,YES,YES,3,3,4,NO,NO,NO,NO,NO,NO,4,YES,5,Isliyor
826,Factory827,Turkiye,Istanbul,12.05.2020,1984,2,4002,2,476000,3,6000,8,420000,12,8,340000,YES,3,16,4,9,4,NO,YES,YES,7,20000000,3,3,543,643,388,233,33,28,3,3,2,1SAAT,1,3,3,1,3,2,1,NO,NO,NO,2,4,NO,5,YES,4,0,YES,NO,4,3,5,NO,NO,NO,NO,NO,YES,5,YES,2,Isliyor
827,Factory828,Turkiye,Giresun,12.05.2020,1989,3,3578,1,610000,3,15000,8,310000,11,11,390000,YES,2,17,7,8,6,YES,YES,YES,4,30000000,2,4,567,667,410,320,120,15,8,2,4,1SAAT,2,1,2,2,2,2,3,NO,NO,NO,3,3,NO,5,YES,3,0,YES,YES,5,4,4,NO,NO,NO,NO,NO,YES,4,YES,3,Isliyor
828,Factory829,Turkiye,Sakarya,12.05.2020,1990,5,1010,0,240000,3,19800,9,189000,15,6,510000,YES,1,18,6,6,8,YES,YES,YES,5,10000000,4,0,587,687,415,325,125,22,5,2,5,45DK,3,2,3,2,5,2,4,NO,NO,YES,4,2,NO,5,YES,2,2,NO,NO,2,5,5,NO,NO,NO,NO,YES,YES,5,YES,4,Isliyor
829,Factory830,Turkiye,Ankara,12.05.2020,1965,4,2657,2,298000,2,12600,10,348700,10,11,800000,YES,3,19,9,2,4,YES,YES,YES,1,15000000,5,5,569,669,420,330,130,42,6,2,5,45DK,1,2,5,2,4,1,5,NO,NO,YES,4,1,YES,5,YES,3,1,NO,NO,3,5,4,NO,NO,NO,NO,YES,NO,4,YES,5,Isliyor
830,Factory831,Turkiye,Trabzon,12.05.2020,1967,4,2978,4,398000,3,13400,8,465000,10,10,300000,YES,2,15,8,1,6,YES,YES,YES,2,18000000,5,3,568,668,408,302,102,50,3,2,4,1SAAT,2,1,4,2,3,2,3,NO,NO,NO,5,0,YES,5,YES,4,0,NO,YES,4,2,5,NO,NO,NO,NO,NO,NO,5,NO,4,Isliyor
831,Factory832,Turkiye,Rize,12.05.2020,1987,2,3224,5,488000,3,17545,7,276000,10,12,340000,YES,3,14,12,16,3,YES,YES,YES,5,12000000,4,1,376,476,356,264,64,38,2,3,5,1SAAT,2,0,2,1,5,3,1,YES,NO,NO,3,5,YES,5,YES,3,0,YES,NO,4,3,4,NO,NO,NO,NO,NO,NO,3,YES,5,Isliyor
832,Factory833,Turkiye,Gumushane,12.05.2020,1977,4,3548,4,237000,3,12300,8,165000,10,14,420000,YES,3,13,11,5,8,YES,YES,YES,6,11000000,5,2,365,465,498,330,130,21,9,3,4,1SAAT,1,1,3,2,4,3,3,NO,NO,NO,2,3,YES,5,YES,2,0,YES,YES,3,4,5,NO,NO,NO,NO,NO,NO,3,YES,4,Isliyor
833,Factory834,Turkiye,Malatya,12.05.2020,1976,5,2002,3,360000,5,12100,10,340000,12,15,520000,YES,3,12,21,4,5,YES,YES,YES,4,24000000,5,4,431,531,390,290,90,50,8,3,6,1SAAT,0,2,5,3,3,2,4,YES,NO,NO,3,2,YES,3,NO,3,0,YES,YES,4,5,4,NO,NO,NO,NO,YES,NO,4,YES,5,Isliyor
834,Factory835,Turkiye,Hatay,12.05.2020,1987,4,3312,2,420000,4,3500,8,330000,14,9,345000,YES,3,10,23,3,3,YES,YES,YES,2,12300000,5,5,412,512,312,200,0,70,5,3,5,45DK,1,1,4,3,4,1,5,YES,NO,NO,5,1,YES,4,YES,4,3,NO,NO,5,4,5,NO,NO,NO,NO,NO,NO,5,NO,3,Isliyor
835,Factory836,Turkiye,Kocaeli,12.05.2020,1967,3,1089,5,310000,1,5000,8,230000,15,7,430000,YES,3,13,26,6,4,YES,YES,YES,5,12400000,5,0,422,522,320,210,10,30,3,3,4,45DK,2,2,2,2,5,2,3,NO,NO,YES,4,0,YES,5,YES,4,4,NO,NO,4,5,2,NO,NO,NO,NO,YES,NO,5,NO,3,Isliyor
836,Factory837,Turkiye,K.maras,12.05.2020,1999,2,3001,2,189000,5,5500,8,540000,16,10,700000,YES,3,16,7,10,8,YES,YES,YES,1,20000000,2,3,455,555,400,300,100,0,2,1,3,45DK,1,1,3,1,3,3,2,NO,NO,YES,2,5,YES,5,YES,5,2,NO,NO,3,4,2,NO,NO,NO,NO,NO,NO,2,NO,4,Isliyor
837,Factory838,Turkiye,Tokat,12.05.2020,2001,5,2678,2,348700,3,4500,8,570000,17,12,670000,YES,3,17,12,11,5,YES,YES,YES,1,20000000,4,5,476,576,350,250,50,20,7,2,6,1SAAT,2,2,4,2,2,1,5,NO,NO,NO,3,4,YES,5,NO,3,3,YES,NO,3,5,2,NO,NO,NO,NO,YES,NO,3,YES,5,Isliyor
838,Factory839,Turkiye,Samsun,12.05.2020,2002,2,2780,4,465000,4,12320,8,240000,10,14,300000,YES,3,22,17,5,4,YES,YES,NO,1,30000000,2,4,487,587,368,240,40,10,5,3,5,1SAAT,1,1,3,3,3,1,1,NO,NO,YES,5,3,YES,5,NO,2,4,YES,NO,4,3,2,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
839,Factory840,Turkiye,Zonguldak,12.05.2020,1963,2,2657,1,276000,3,13450,8,160000,9,9,200000,YES,3,26,26,6,3,YES,YES,NO,0,10000000,4,3,499,599,370,270,70,42,4,2,4,1SAAT,2,2,5,1,4,4,3,YES,NO,NO,4,1,YES,2,NO,3,1,YES,NO,5,3,3,NO,NO,NO,NO,NO,YES,5,YES,5,Isliyor
840,Factory841,Turkiye,Adana,12.05.2020,1956,4,2569,0,165000,5,12000,8,115000,11,15,150000,YES,3,23,12,1,6,YES,YES,YES,3,15000000,3,4,487,587,359,250,50,38,3,1,3,45DK,1,2,3,1,3,3,4,YES,NO,NO,2,0,NO,3,YES,5,1,YES,YES,4,4,4,NO,NO,NO,NO,NO,NO,4,NO,4,Isliyor
841,Factory842,Turkiye,Istanbul,12.05.2020,1967,2,2412,2,340000,4,14000,8,125000,15,11,150000,YES,3,24,34,12,7,YES,YES,YES,6,18000000,4,5,455,555,355,252,52,12,8,2,4,45DK,2,2,1,4,2,2,5,NO,NO,NO,3,0,YES,4,YES,4,1,YES,NO,3,5,5,NO,NO,NO,NO,NO,YES,5,NO,5,Isliyor
842,Factory843,Turkiye,Giresun,12.05.2020,1988,3,3245,3,330000,2,11000,8,390000,14,9,450000,YES,3,25,28,14,9,YES,YES,YES,5,12000000,3,2,467,567,342,263,63,33,9,3,5,1SAAT,2,2,3,3,3,1,2,NO,NO,NO,4,0,YES,1,YES,2,1,YES,YES,4,4,4,NO,NO,NO,NO,NO,YES,4,NO,4,Isliyor
843,Factory844,Turkiye,Sakarya,12.05.2020,1977,2,2156,5,230000,3,17000,8,376000,16,21,420000,YES,3,29,16,5,5,YES,YES,YES,4,11000000,4,4,487,587,388,233,33,28,4,2,6,1SAAT,2,1,4,2,4,2,1,NO,NO,YES,3,0,YES,2,NO,3,1,YES,YES,5,5,5,NO,NO,NO,NO,YES,YES,5,YES,5,Isliyor
844,Factory845,Turkiye,Ankara,12.05.2020,1999,3,2089,4,540000,4,12000,8,540000,14,16,400000,YES,3,21,17,6,4,NO,YES,YES,0,24000000,4,5,478,578,410,320,120,15,1,1,3,1SAAT,2,2,5,1,3,2,5,NO,NO,NO,5,4,NO,3,NO,5,2,YES,NO,4,4,4,NO,NO,NO,YES,YES,NO,3,YES,4,Isliyor
845,Factory846,Turkiye,Trabzon,12.05.2020,2000,5,2004,1,570000,1,9000,8,570000,14,4,340000,YES,3,14,28,7,6,NO,YES,YES,2,12300000,4,2,467,567,415,325,125,22,4,2,2,1SAAT,1,3,3,2,2,2,4,NO,NO,YES,3,3,NO,4,NO,4,0,YES,NO,5,5,5,NO,NO,NO,NO,NO,NO,3,YES,4,Isliyor
846,Factory847,Turkiye,Rize,12.05.2020,2001,4,2009,3,240000,5,6000,8,240000,14,3,390000,YES,3,46,29,9,4,YES,YES,YES,8,12400000,3,1,478,578,420,330,130,42,6,3,3,45DK,2,3,1,2,3,2,3,YES,NO,NO,1,2,NO,4,YES,2,0,YES,NO,4,4,4,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
847,Factory848,Turkiye,Gumushane,12.05.2020,2002,3,3125,5,160000,4,15000,8,160000,16,5,510000,YES,3,15,45,8,6,YES,YES,YES,6,20000000,3,3,498,598,408,302,102,50,7,2,4,45DK,3,2,3,2,4,1,2,YES,NO,NO,3,5,YES,4,YES,2,0,YES,NO,5,5,5,NO,NO,NO,NO,NO,NO,5,YES,4,Isliyor
848,Factory849,Turkiye,Malatya,12.05.2020,1987,3,3689,4,115000,3,19800,8,115000,15,11,800000,YES,3,38,33,5,7,YES,YES,YES,3,20000000,5,4,487,587,356,264,64,38,4,1,3,45DK,3,1,4,2,4,2,1,NO,NO,YES,4,3,YES,4,YES,3,0,NO,YES,3,4,4,NO,NO,NO,NO,YES,NO,4,YES,4,Isliyor
849,Factory850,Turkiye,Hatay,12.05.2020,1988,5,3994,3,125000,5,12600,8,125000,12,12,300000,YES,3,21,26,68,5,YES,YES,YES,5,30000000,5,5,455,555,498,330,130,21,3,2,2,1SAAT,2,2,5,1,5,1,5,YES,NO,NO,5,2,YES,4,YES,4,2,YES,YES,3,4,5,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
850,Factory851,Turkiye,Kocaeli,12.05.2020,1999,4,4015,5,390000,5,13400,8,390000,13,7,340000,YES,3,24,32,6,4,YES,YES,NO,4,10000000,4,2,432,532,390,290,90,50,6,3,2,1SAAT,1,3,3,2,3,2,3,NO,NO,NO,3,4,NO,5,YES,3,3,YES,NO,4,4,2,NO,NO,NO,NO,YES,NO,4,YES,5,Isliyor
851,Factory852,Turkiye,K.maras,12.05.2020,1976,3,1082,3,376000,5,17545,8,376000,14,14,420000,YES,2,16,15,15,6,YES,YES,NO,2,15000000,1,4,465,565,312,200,0,70,7,2,4,1SAAT,2,1,2,1,2,3,4,NO,NO,NO,1,3,NO,3,YES,2,2,YES,NO,5,4,3,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
852,Factory853,Turkiye,Tokat,12.05.2020,2003,5,3659,4,346000,5,12300,9,346000,15,16,520000,YES,2,11,17,14,7,YES,YES,YES,4,18000000,4,5,487,587,320,210,10,30,8,1,5,45DK,3,1,5,2,3,2,2,NO,NO,NO,3,2,NO,4,YES,3,1,NO,NO,5,4,4,NO,NO,NO,NO,NO,NO,4,YES,5,Isliyor
853,Factory854,Turkiye,Samsun,12.05.2020,1967,3,4203,2,288000,5,12100,10,288000,16,17,345000,YES,3,12,18,11,3,YES,YES,NO,2,12000000,2,1,467,567,400,300,100,0,3,2,3,45DK,1,4,1,3,5,1,4,NO,NO,YES,4,4,YES,5,YES,4,3,NO,NO,2,5,4,NO,NO,NO,NO,NO,YES,5,YES,5,Isliyor
854,Factory855,Turkiye,Zonguldak,12.05.2020,2005,4,2658,1,356000,5,3500,10,356000,12,9,430000,YES,3,14,14,10,4,YES,YES,NO,5,11000000,3,3,487,587,350,250,50,20,4,3,2,1SAAT,1,3,3,2,4,2,3,YES,NO,NO,5,5,YES,4,YES,4,1,NO,NO,3,5,5,NO,NO,NO,NO,NO,YES,4,NO,3,Isliyor
855,Factory856,Turkiye,Adana,12.05.2020,2010,2,2698,0,476000,4,5000,8,476000,18,10,700000,YES,3,13,16,12,6,YES,YES,YES,3,24000000,5,5,498,598,368,240,40,10,6,2,4,1SAAT,4,2,4,1,2,4,2,NO,NO,YES,3,4,YES,5,YES,5,4,YES,YES,4,5,4,NO,NO,NO,NO,NO,NO,4,YES,2,Isliyor
856,Factory857,Turkiye,Istanbul,12.05.2020,1956,3,2689,2,610000,3,5500,8,610000,10,10,670000,YES,3,15,27,1,8,YES,YES,YES,7,12300000,4,4,512,612,370,270,70,42,8,3,5,1SAAT,3,1,5,2,3,1,5,YES,NO,NO,2,3,YES,4,YES,3,5,YES,YES,5,5,3,NO,NO,NO,NO,YES,YES,4,YES,3,Isliyor
857,Factory858,Turkiye,Giresun,12.05.2020,1976,4,3001,4,240000,3,4500,9,240000,11,9,300000,YES,3,18,18,8,9,YES,YES,YES,3,12400000,2,2,523,623,359,250,50,38,9,3,2,1SAAT,2,2,2,4,5,3,4,NO,NO,NO,5,2,YES,5,NO,2,0,YES,NO,4,5,4,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
858,Factory859,Turkiye,Sakarya,12.05.2020,1986,5,3016,5,298000,3,12320,8,298000,12,12,200000,YES,3,17,27,9,5,YES,YES,YES,3,20000000,5,3,567,667,355,252,52,12,4,3,3,45DK,1,2,1,1,4,2,3,NO,NO,YES,1,3,YES,3,YES,3,0,NO,YES,5,3,5,NO,NO,NO,NO,YES,YES,4,NO,5,Isliyor
859,Factory860,Turkiye,Ankara,12.05.2020,1989,3,3259,4,398000,2,13450,8,398000,13,13,150000,YES,3,14,32,6,6,YES,YES,YES,3,20000000,4,1,598,698,342,263,63,33,2,3,4,45DK,2,2,5,3,2,1,5,YES,NO,NO,3,4,YES,4,YES,5,0,NO,NO,4,2,4,NO,NO,NO,NO,NO,NO,5,NO,4,Isliyor
860,Factory861,Turkiye,Trabzon,12.05.2020,1967,4,1658,3,488000,3,12000,8,488000,14,14,150000,YES,3,13,31,20,3,YES,YES,YES,2,30000000,3,5,511,611,388,233,33,28,6,3,2,45DK,2,2,4,2,2,2,3,NO,NO,YES,4,5,YES,5,YES,4,0,NO,NO,5,5,5,NO,YES,NO,NO,NO,NO,5,NO,3,Isliyor
